Jam,V L1,V L2,V L3,V Avg,I L1,I L2,I L3,I Avg,KW L1,KW L2,KW L3,KW AVG,KVA L1,KVA L2,KVA L3,KVA AVG,FREQ,PF,kWH
2/27/2024 14:37:4,384.69,384.62,378.19,382.5,1095.21,1082.61,1052.29,1076.7,233.93,232.82,222.19,688.95,240.87,240.61,231.17,712.65,50.13,0.97,7978522.403
2/27/2024 15:7:5,383.91,383.79,377.99,381.9,1261.45,1228.97,1174.66,1221.69,268.06,259.64,245.25,772.95,277.41,272.58,258.17,808.16,50.14,0.96,7978873.464
2/27/2024 15:37:5,386.15,385.69,379.76,383.85,1164.67,1161.54,1119.83,1148.68,247.89,248.28,234.62,730.78,257.55,259.14,247.03,763.72,50.16,0.96,7979248.125
2/27/2024 16:7:5,388.38,387.82,381.65,385.95,1218.44,1219.13,1173.48,1203.68,259.61,261.11,245.77,766.27,270.82,273.35,260.33,804.5,50.18,0.95,7979631.507
2/27/2024 16:37:6,395.17,393.85,388.17,392.4,664.64,664.52,660.8,663.32,149.61,150.96,147.05,447.62,150.17,151.38,148.61,450.16,50.12,0.99,7979934.042
2/27/2024 17:7:6,395.28,393.76,388.45,392.5,789.05,798,782.4,789.82,175.53,178.79,171.46,525.78,178.5,182.15,176.26,536.91,50.17,0.98,7980162.17
2/27/2024 17:37:6,394.53,392.93,387.85,391.77,832.92,838.18,825.1,832.03,182.98,185.15,177.71,545.84,188.33,190.39,185.3,563.66,49.95,0.97,7980423.074
2/27/2024 18:7:7,401.76,399.95,395.06,398.92,502.67,522.15,524.31,516.38,114.27,120.2,118.33,352.8,115.5,121.26,120,356.75,50.24,0.99,7980612.101
2/27/2024 18:37:7,403.48,401.34,396.39,400.4,325.08,364.88,372.96,354.31,63.4,72.02,76.87,212.29,74.99,85.06,85.61,245.65,50.09,1.14,7980766.326
2/27/2024 19:7:7,405.42,403.44,397.08,401.98,327.44,370.57,373.98,357.33,60.06,68.6,73.96,202.62,75.85,86.95,86.12,248.92,49.85,1.19,7980867.125
2/27/2024 19:37:8,409.09,407.36,400.9,405.78,331.34,375.43,377.29,361.35,56.88,66.07,71.06,194.01,77.48,88.95,87.74,254.17,50.1,1.24,7980971.176
2/27/2024 20:7:8,410.16,408.82,402.31,407.1,337.95,369.88,371.91,359.91,58.41,64.7,68.87,191.98,79.12,87.84,86.8,253.58,50.03,1.24,7981070.752
2/27/2024 20:37:8,404,402.48,395.73,400.74,324.81,371.43,363.12,353.12,50.66,59.69,65.11,175.47,74.85,86.88,83.43,245.16,50.1,1.28,7981166.478
2/27/2024 21:7:9,407.32,406.1,399.69,404.37,332.32,365.26,356.4,351.33,52.01,59.18,61.13,172.31,77.33,86.15,82.58,246.05,50.16,1.3,7981253.669
2/27/2024 21:37:9,406.48,405.07,398.54,403.41,325.4,363.12,349.14,345.89,46.4,56.51,58.39,161.3,74.66,84.78,79.93,239.38,50.09,1.32,7981335.176
2/27/2024 22:7:9,407.32,406.02,399.4,404.25,324.91,362.18,350.59,345.89,46.93,54.79,58.13,159.85,75.64,85.53,81.3,242.47,50.17,1.34,7981415.842
2/27/2024 22:37:10,407.31,406.04,399.26,404.2,318.35,353.32,339.55,337.07,45.6,55.6,56.16,157.35,74.02,83.36,78.6,235.97,50.16,1.33,7981495.861
2/27/2024 23:7:10,407.43,405.67,399.43,404.17,319.67,353.04,333.32,335.35,45.67,58.25,55.6,159.52,74.4,83.33,77.27,235,50.09,1.32,7981574.724
2/27/2024 23:37:10,408.65,407.07,400.82,405.51,309.72,343.91,333.8,329.14,45.8,54.97,56.63,157.4,72.29,81.5,77.75,231.53,50.13,1.32,7981653.815
2/28/2024 0:7:11,410.54,408.75,402.96,407.42,311.92,341.22,329.47,327.54,45.31,55.78,54.41,155.5,73.17,81.05,77.04,231.26,50.16,1.33,7981733.184
2/28/2024 0:37:11,409.23,407.32,401.8,406.12,308.26,340.95,328.1,325.77,46.9,56.21,56.7,159.68,72.14,80.61,76.29,229.05,50,1.3,7981811.641
2/28/2024 1:7:11,407.15,405.13,399.38,403.89,296.66,339.21,324.29,320.05,43.66,55.81,58.15,157.63,68.75,79.82,75.14,223.71,50.02,1.3,7981890.383
2/28/2024 1:37:12,408.28,406.44,400.64,405.12,300.46,338.1,328.14,322.23,43.13,52.83,56.58,152.55,69.87,79.71,75.99,225.57,50.16,1.33,7981969.496
2/28/2024 2:7:12,407.93,406.43,400.13,404.84,298.01,331.97,325.51,318.5,45.83,54.21,58.05,158.09,69.48,78.41,75.53,223.42,50.04,1.29,7982047.225
2/28/2024 2:37:12,408.48,407.15,400.62,405.42,297.87,331.91,324.72,318.17,46.31,53.76,57.38,157.36,69.41,78.46,75.32,223.19,50.1,1.3,7982125.433
2/28/2024 3:7:13,409.88,408.41,402.11,406.8,302.08,333.22,325.07,320.13,43.99,52.86,55.61,152.46,70.76,78.99,75.65,225.63,50.17,1.33,7982203.733
2/28/2024 3:37:13,406.53,404.95,398.73,403.41,286.45,326.53,313.21,308.73,39.75,50.98,53.37,144.09,66.5,76.84,72.4,215.74,50.16,1.33,7982280.555
2/28/2024 4:7:13,406.69,405.18,399.13,403.67,295.16,327.73,319.59,314.16,44.81,52.84,55.99,153.64,68.6,77.13,73.89,219.63,50.14,1.3,7982355.626
2/28/2024 4:37:14,406.21,404.51,398.69,403.14,289.77,326.28,318.37,311.47,46.62,56.51,58.36,161.14,67.11,76.53,73.52,217.17,50.08,1.26,7982432.21
2/28/2024 5:7:14,406.03,404.56,398.37,402.99,284.75,327.75,326.06,312.86,47.51,55.1,61.81,164.42,66.12,76.97,75.22,218.31,50.05,1.25,7982513.511
2/28/2024 5:37:15,400.46,399.21,393.34,397.67,528.32,558.27,545.76,544.11,118.94,127.13,120.22,366.29,121.04,129.31,124.56,374.91,50.06,0.98,7982665.345
2/28/2024 6:7:15,397.9,396.83,391.37,395.37,660.68,681.97,654.58,665.74,146.87,152.28,141.91,441.06,150.29,156.69,148.4,455.38,50.08,0.97,7982857.868
2/28/2024 6:37:15,395.63,394.8,389.06,393.16,728.77,749.42,723.72,733.97,159.68,165.09,154.99,479.77,165.01,171.41,163.59,500.01,50.08,0.96,7983084.697
2/28/2024 7:7:16,400.19,399.28,393.57,397.68,570.61,583.17,569.87,574.55,128.32,132.22,126.36,386.9,130.73,134.92,130.53,396.18,50.19,0.98,7983286.873
2/28/2024 7:37:16,398.55,397.6,392.56,396.23,736.57,748.46,714.94,733.32,163.28,165.84,155.28,484.4,168.3,172.34,162.88,503.51,50.15,0.96,7983502.57
2/28/2024 8:7:16,395.86,394.78,389.95,393.53,757.64,767.03,735.68,753.45,167.17,169.17,159.09,495.19,171.68,174.96,166.28,512.92,49.98,0.97,7983751.494
2/28/2024 8:37:17,395.51,394.55,389.58,393.21,772.19,781.25,751.66,768.37,171.2,173.46,163.68,508.34,175.34,179.05,170.17,524.56,50.15,0.97,7984005.84
2/28/2024 9:7:17,392.39,391.86,386.47,390.24,813.1,800.19,786.38,799.89,178.41,176.46,170.63,525.51,182.73,181.19,176.21,540.12,50.01,0.97,7984205.591
2/28/2024 9:37:17,391.3,391.19,385.4,389.29,851.23,824.88,817.07,831.06,187.11,182.89,178.68,548.69,190.65,186.57,182.85,560.07,50.2,0.98,7984470.347
2/28/2024 10:7:18,389.47,389.11,383.24,387.32,883.67,871.26,852.95,869.29,192.67,191.36,184.33,568.35,197.17,196.59,190.21,583.97,50.19,0.97,7984756.936
2/28/2024 10:37:18,386.78,386.71,380.84,384.78,935.44,907.07,891.63,911.38,202.47,197.66,191.85,591.97,207.24,202.9,197.39,607.53,50.06,0.97,7985049.983
2/28/2024 11:7:18,386.42,386.24,380.34,384.33,872.76,849.31,834.45,852.17,188.5,184.69,178.82,551.6,192.95,189.5,184.27,566.73,50.03,0.97,7985341.035
2/28/2024 11:37:19,395.88,395.3,389.59,393.59,529.19,507.04,514.12,516.79,118.37,114.89,114.82,348.09,119.72,116.35,116.56,352.64,50.12,1.01,7985580.455
2/28/2024 12:7:19,398.29,397.53,391.54,395.79,524.63,508.26,522.62,518.5,118.15,115.82,117.37,351.34,119.75,117.91,118.91,356.57,50.14,1.01,7985757.684
2/28/2024 12:37:19,393.47,393.22,386.9,391.2,856.41,840.88,829.16,842.15,188.35,186.54,180.98,555.87,192.9,191.31,186.48,570.7,50.17,0.97,7986008.615
2/28/2024 13:7:20,391.55,391.28,384.66,389.16,846.97,823.87,825.36,832,185.39,182.84,179.86,548.09,189.57,186.37,184.26,559.5,49.88,0.98,7986286.675
2/28/2024 13:37:20,390.69,390.43,383.19,388.1,792.7,788.08,802.46,794.41,173.9,176.09,175.28,525.27,176.82,178.05,178.67,533.54,50.01,0.98,7986554.652
2/28/2024 14:7:20,388.39,388.62,381.59,386.22,921.38,895.56,886.69,901.21,200.36,196.6,191.86,588.83,205.45,201.53,197.2,604.18,50.17,0.98,7986833.943
2/28/2024 14:37:21,387.38,387.39,380.32,385.03,978.57,972.21,959.14,969.97,210.92,211.97,205.09,615.1,211.37,212.56,207.25,631.18,50.17,0.97,7987144.341
2/28/2024 15:7:21,385.76,385.57,378.94,383.36,1132.46,1132.72,1092.46,1119.22,242.02,243.12,229.63,714.76,249.87,252.45,240.64,742.96,50.14,0.96,7987485.079
2/28/2024 15:37:21,385.92,385.94,379.02,383.63,1184.99,1186.29,1141.59,1171.7,251.97,254.35,238.91,745.23,261.62,264.75,251.8,778.17,50.19,0.96,7987841.724
2/28/2024 16:7:22,385.55,385.85,379.26,383.55,1229.79,1208.75,1152.03,1196.86,261.28,256,240.48,757.75,271.17,269.12,254.07,794.36,50.16,0.95,7988218.463
2/28/2024 16:37:22,386.2,386.42,380.21,384.28,1233.01,1211.44,1146.2,1196.88,262.84,256.59,239.58,759.01,272.79,270.48,253.57,796.85,50.12,0.95,7988594.281
2/28/2024 17:7:22,384.93,385.34,379.03,383.1,1378.98,1361.41,1283.18,1341.19,290.24,284.53,264.22,838.99,304.05,302.89,282.94,889.87,50.09,0.94,7988973.867
2/28/2024 17:37:23,398.88,398.03,391.53,396.15,491.7,490.78,510.2,497.56,110.36,111.62,114.31,336.3,112.12,113.38,116.12,341.61,50.14,1.02,7989286.855
2/28/2024 18:7:23,399.41,398.16,392.3,396.62,381.87,389.36,413.49,394.91,82.03,83.66,89.3,254.99,87.2,89.89,94.12,271.21,50,1.06,7989459.402
2/28/2024 18:37:23,398.61,397.21,391.43,395.74,371.19,395.76,413.44,393.47,78.05,82.68,87.7,248.43,84.54,91.15,93.76,269.45,49.95,1.08,7989590.532
2/28/2024 19:7:24,398.9,398,390.95,395.95,336.07,372.64,376.96,361.89,57.38,61.49,68.23,187.1,76.46,86.03,85.54,248.03,50.2,1.25,7989700.649
2/28/2024 19:37:24,398.93,397.9,390.63,395.82,343.59,384.81,382.54,370.32,58.33,65.31,69.73,193.37,78.23,89.01,86.71,253.95,50.13,1.24,7989797.728
2/28/2024 20:7:24,401.28,400.48,392.8,398.19,328.09,369.64,363.78,353.84,48.84,54.74,61,164.59,75.18,86.18,83.03,244.39,49.97,1.33,7989881.683
2/28/2024 20:37:25,403.14,402.36,394.74,400.08,322.82,374.48,368.18,355.16,45.51,53.29,60.2,159,74.26,87.72,84.5,246.48,50.12,1.35,7989963.569
2/28/2024 21:7:25,404.25,403.26,396,401.18,327.03,369.66,358.29,351.66,44.08,55.57,58.54,158.19,75.42,86.64,82.36,244.42,50.16,1.35,7990047.185
2/28/2024 21:37:25,402.39,401.79,393.94,399.38,321.85,367.45,357.76,349.02,45.69,54.08,59.23,159,73.82,85.63,81.79,241.24,49.96,1.34,7990126.587
2/28/2024 22:7:26,403.56,402.79,395.34,400.57,326.98,370.02,351.01,349.17,43.44,53.55,54.86,151.85,75.13,86.66,80.7,242.63,50.14,1.37,7990204.434
2/28/2024 22:37:26,402.74,402.38,394.27,399.8,318.88,361.74,344.55,341.73,40.82,49.81,52.69,143.32,73.19,84.6,78.94,237.18,50.15,1.39,7990278.991
2/28/2024 23:7:26,403.53,402.5,395.02,400.35,308.1,356.06,336.33,333.5,41.71,52.42,54.19,148.32,70.87,83.29,77.19,231.35,49.86,1.36,7990353.744
2/28/2024 23:37:27,406.06,405.21,397.73,403,312.31,352.14,334.84,333.1,45.04,52.27,54.46,151.78,72.24,82.82,77.23,232.29,50.15,1.35,7990427.857
2/29/2024 0:7:27,406.12,405.17,397.57,403,308.49,344.98,329.59,327.69,42.68,51.87,53.66,148.2,71.55,81.29,76.1,228.94,50.14,1.35,7990503.843
2/29/2024 0:37:27,406.75,405.85,398.2,403.6,303.99,352.36,332.76,329.7,43.14,54.01,56.76,153.91,70.38,83,76.87,230.24,50.2,1.33,7990578.339
2/29/2024 1:7:28,407.74,406.62,399.28,404.55,295.17,339.83,329.48,321.5,42.86,51.59,57.4,151.86,68.64,80.29,76.34,225.26,50.1,1.33,7990654.343
2/29/2024 1:37:28,408.82,407.47,400.49,405.59,298.36,341.67,332.07,324.03,40.97,50.67,56.65,148.29,69.63,80.99,77.08,227.7,50.11,1.35,7990730.846
2/29/2024 2:7:28,408.08,406.99,399.84,404.97,303.91,338.67,329.88,324.15,46.72,54.3,56.96,157.98,70.71,80.16,76.6,227.47,50.05,1.31,7990806.385
2/29/2024 2:37:29,403.84,402.96,395.38,400.73,296.57,334.45,318.49,316.51,40.5,49.92,53.88,144.3,68.22,78.39,73.18,219.79,50.13,1.34,7990880.744
2/29/2024 3:7:29,405.02,403.85,396.36,401.75,301.27,345.71,325.11,324.03,40.12,52,55.04,147.16,69.58,81.2,74.79,225.57,50.16,1.35,7990954.311
2/29/2024 3:37:29,404.86,403.81,396.33,401.67,293.13,339.59,323.68,318.8,41.21,51.35,55.84,149.07,67.85,79.78,74.69,222.32,50.09,1.33,7991028.053
2/29/2024 4:7:30,405.19,404.13,396.95,402.09,304.38,335.44,321.75,320.52,43.31,51.54,53.81,148.65,70.35,78.79,74.09,223.23,50.13,1.33,7991101.025
2/29/2024 4:37:30,406.39,405.2,398.26,403.28,292.87,337.8,328.03,319.57,43.79,53.25,57.36,154.4,68.03,79.67,75.9,223.6,50.12,1.31,7991176.866
2/29/2024 5:7:30,400.76,399.76,393.27,397.93,551.58,584.57,570.04,568.73,124.22,133.2,125.76,383.18,126.27,135.45,130.13,391.84,50.12,0.98,7991291.922
2/29/2024 5:37:31,399.84,399.01,392.86,397.24,577.71,586.91,576.55,580.39,129.99,133.01,127.47,390.47,132.22,136.67,132.55,401.44,50.07,0.98,7991487.336
2/29/2024 6:7:31,400.48,399.87,393.7,398.02,620.27,615.4,609.79,615.22,139.52,139.36,135.12,413.99,142.14,142.59,139.44,424.18,50.07,0.98,7991689.089
2/29/2024 6:37:31,398.31,397.48,391.73,395.84,818.29,841.33,809.11,822.91,180.24,186.54,174.43,541.73,186.69,193.94,184.15,564.78,50.28,0.96,7991917.72
2/29/2024 7:7:32,402.06,401.02,395.3,399.46,602.86,629.35,609.55,613.92,136.02,143.61,135.26,414.89,138.5,146.13,139.79,424.42,50.23,0.98,7992144.946
2/29/2024 7:37:32,399.98,399.12,393.76,397.62,755.64,774.78,736.2,755.54,167.36,172.37,159.55,499.28,173.22,179.31,168.19,520.73,50.11,0.96,7992360.741
2/29/2024 8:7:32,397.64,396.84,391.55,395.35,822.33,840.24,800.68,821.08,180.55,185.39,171.89,537.83,186.94,192.6,181.74,561.28,50.01,0.96,7992627.795
2/29/2024 8:37:33,399.33,397.99,393.1,396.81,609.77,621.95,613.78,615.17,137.71,141.92,136.74,416.37,139.38,143.24,139.79,422.4,50.13,0.98,7992865.658
2/29/2024 9:7:33,394.05,393.47,388.25,391.92,840.67,824.25,807.74,824.22,186.1,183.06,176.86,546.03,190.11,187.96,182.18,560.24,50.16,0.98,7993097.611
2/29/2024 9:37:33,392.08,391.01,385.75,389.62,678.95,673.17,684.56,676.87,150.83,150.72,150.98,452.53,152.2,151.77,152.81,456.73,50.11,0.99,7993338.754
2/29/2024 10:7:34,388.97,388.32,382.84,386.71,830.92,799.78,803.69,811.46,182.42,177.02,175.04,534.81,185.43,179.94,178.77,544.14,50.03,0.98,7993575.931
2/29/2024 10:37:34,384.29,383.42,378.59,382.1,1128.22,1127.51,1074.09,1109.94,239.18,238.56,223.62,701.37,248.75,250.27,236.23,735.24,49.94,0.95,7993919.612
2/29/2024 11:7:34,384.4,384.07,378.44,382.3,1078.75,1076.98,1039.33,1065.02,229.71,229.95,218.25,677.9,237.53,238.73,228.5,704.75,50.16,0.96,7994297.259
2/29/2024 11:37:35,386.19,385.59,379.95,383.91,906.07,896.23,879.7,894,197.18,195.94,189.06,582.19,200.28,200.22,194.09,594.58,50.11,0.98,7994612.071
2/29/2024 12:7:35,386.51,386.17,380.13,384.27,921.92,912.56,895.25,909.91,200.06,199.48,192.27,591.8,203.8,203.49,197.6,604.89,50.15,0.98,7994908.928
2/29/2024 12:37:35,386.92,386.59,380.59,384.7,928.94,912.83,901.74,914.5,201.33,199.02,193.75,594.11,205.86,204.19,199.45,609.5,50.04,0.98,7995208.284
2/29/2024 13:7:36,385.59,385.31,379.17,383.35,928.71,900.16,893.34,907.4,200.76,195.93,191.98,588.64,204.95,200.59,196.74,602.29,49.97,0.98,7995507.815
2/29/2024 13:37:36,388.09,387.62,381.36,385.69,701.63,679.8,697,692.81,154.24,151.44,152.9,458.33,155.65,152.51,154.37,462.54,50.06,0.99,7995798.028
2/29/2024 14:7:36,387.5,387.33,380.65,385.16,911.14,888.15,903.52,900.94,196.16,194.3,194.28,584.74,201.68,198.85,199.8,600.33,50.11,0.97,7996086.74
2/29/2024 14:37:37,386.44,386.26,379.48,384.06,1009.65,1000.36,995.95,1001.99,216.5,217.26,212.28,646.03,223.35,223.85,220.12,667.32,50.16,0.97,7996398.638
2/29/2024 15:7:37,387.79,387.41,380.82,385.34,1011.21,1003.64,995.7,1003.52,217.7,218.1,211.83,647.63,224.3,224.84,220.27,669.42,50.14,0.97,7996721.807
2/29/2024 15:37:37,385.89,385.52,379.26,383.55,1100.86,1101.57,1073.7,1092.04,234.2,236.02,225.43,691.44,241.68,244.1,235.55,721.33,50.03,0.96,7997058.589
2/29/2024 16:7:38,395.78,394.97,388.65,393.13,709.07,712.66,709.82,710.52,159.41,162.02,158.22,479.65,160.75,163.24,160.51,484.5,50.19,0.99,7997363.248
2/29/2024 16:37:38,396.25,395.55,389.26,393.7,677.14,664.27,675.01,672.14,152.23,151.15,150.89,454.27,153.82,152.41,152.84,459.07,50.19,0.99,7997602.674
2/29/2024 17:7:38,396.51,395.52,389.56,393.87,794.88,793.44,790.47,792.93,176.77,178.23,174.1,529.1,180.32,181.53,178.77,540.62,50.15,0.98,7997866.126
2/29/2024 17:37:39,395.03,393.91,388.37,392.44,743.06,749.19,747.23,746.49,165.09,168.08,164.46,497.63,168.33,171.32,168.73,508.37,50.11,0.98,7998125.174
2/29/2024 18:7:39,395.43,394.19,388.68,392.76,737.78,734.44,719.95,730.73,164.09,164.62,158.38,487.1,166.99,167.69,162.29,496.97,50.04,0.98,7998374.145
2/29/2024 18:37:39,396.38,394.76,389.26,393.47,401.85,408.8,438.01,416.22,86.71,86.56,95.21,268.48,91.17,93.72,98.81,283.7,50.1,1.05,7998564.258
2/29/2024 19:7:40,396.83,395.6,388.45,393.63,368.05,395.98,397.38,387.14,75.36,81.19,82.79,239.34,83.28,91,89.57,263.84,50.15,1.09,7998688.58
2/29/2024 19:37:40,399.69,399.34,390.74,396.59,316.58,360.1,367.92,348.2,54.57,58.78,68.29,181.64,72.22,83.72,83.58,239.52,50.2,1.24,7998787.341
2/29/2024 20:7:41,398.79,398.79,389.74,395.77,315.09,349.02,351.96,338.69,50.41,53.28,61.02,164.71,71.7,80.66,79.56,231.92,50.21,1.29,7998873.3
2/29/2024 20:37:41,399.98,399.14,391.14,396.75,303.97,342.73,333.37,326.69,50.1,57.29,59.76,167.15,69,79.38,75.63,224.01,50.11,1.26,7998955.811
2/29/2024 21:7:41,401.44,400.57,392.77,398.26,310.49,342.81,326.16,326.49,44.6,52.09,53.6,150.3,71.06,79.87,74.42,225.36,50.16,1.33,7999033.257
2/29/2024 21:37:42,401.34,400.72,392.66,398.24,299.19,334.63,323.58,319.13,44.28,49.84,54.09,148.22,68.56,78.01,74.07,220.64,50.15,1.32,7999106.769
2/29/2024 22:7:42,402.31,401.57,393.54,399.14,306.59,344.07,326.51,325.72,44.09,51.96,54.89,150.95,70.41,80.4,74.72,225.54,50.24,1.33,7999181.337
2/29/2024 22:37:42,400.94,400.68,391.96,397.83,313.79,351.11,333.35,332.75,42.4,51.23,53.4,147.02,71.64,81.85,76.14,229.63,50.18,1.36,7999256.734
2/29/2024 23:7:42,402.2,401.96,393.67,399.3,315.97,352.14,335.83,334.65,44.6,52.29,53.6,150.49,72.43,82.26,76.82,231.51,50.19,1.35,7999331.109
2/29/2024 23:37:43,399.46,399.08,391.19,396.58,307.01,339.68,332.34,326.34,44.93,49.74,54.16,148.83,69.96,78.83,75.58,223.94,50.05,1.34,7999405.819
3/1/2024 0:7:43,400.53,400.12,392.14,397.6,303.05,337.77,327.02,322.61,44.46,50.75,54.2,149.41,69.13,78.46,74.44,222.03,50.17,1.33,7999481.022
3/1/2024 0:37:44,401.53,400.7,393.06,398.43,299.55,337.64,321.81,319.67,40.99,48.94,52.64,142.57,68.52,78.98,73.75,221.25,50.02,1.35,7999554.602
3/1/2024 1:7:44,403.12,402.08,394.67,399.95,296.25,336.27,315.08,315.87,41.61,51.59,53.17,146.12,68.27,78.62,72.36,219.25,50.24,1.33,7999627.622
3/1/2024 1:37:44,402.71,401.94,394.23,399.63,290.97,334.47,312.87,312.77,40.01,49.87,53.01,143.24,66.68,78.39,71.71,216.77,50.18,1.34,7999700.65
3/1/2024 2:7:45,403.75,402.82,395.2,400.67,295.25,337.37,319.26,317.3,41.29,50.42,54.07,145.77,68.02,79.05,73.29,220.37,50.22,1.34,7999772.94
3/1/2024 2:37:45,404.06,403.18,395.53,400.92,289.53,326.5,309.51,308.51,39.43,47.62,51.53,138.58,66.56,76.41,70.98,213.96,50.21,1.35,7999845.433
3/1/2024 3:7:45,400.68,399.65,392.21,397.51,298.95,336.63,315.97,317.19,42.35,50.87,53.96,147.18,68.3,78.32,72,218.62,50.28,1.33,7999917.125
3/1/2024 3:37:46,401.06,399.99,392.76,397.93,290.33,326.12,308.4,308.28,41.55,49.84,52.58,143.97,66.59,75.96,70.41,212.96,50.2,1.32,7999988.454
3/1/2024 4:7:46,400.96,399.78,392.57,397.77,284.03,325.82,311.83,307.23,39.08,47.66,52.66,139.4,64.81,75.61,70.97,211.4,50.18,1.34,8000059.469
3/1/2024 4:37:46,401.36,400.46,393.17,398.33,285.86,329.84,325.53,313.74,42.57,49.21,57.16,149.99,65.87,76.96,74.3,217.13,50.14,1.31,8000132.84
3/1/2024 5:7:47,396.97,396.18,389.29,394.12,447.58,476.26,465.28,463.04,99.77,107.51,102.73,310.01,101.36,109.45,104.85,315.66,50.14,1.02,8000241.671
3/1/2024 5:37:47,394.91,394.34,387.51,392.25,544.16,567.62,547.22,553,121.43,127.86,119.88,369.16,122.7,129.85,123.14,375.7,50.13,0.98,8000414.295
3/1/2024 6:7:47,393.7,393.51,386.23,391.15,552.35,572.57,555.82,560.25,122.8,128.7,121.59,373.09,124.38,130.9,125,380.27,50.14,0.98,8000602.411
3/1/2024 6:37:48,390.05,390.07,382.49,387.54,742.93,769.43,731.24,747.87,161.24,167.96,154.99,484.2,165.57,173.87,162.85,502.29,50.21,0.96,8000834.408
3/1/2024 7:7:48,393.3,393.02,386.25,390.85,683.08,700.78,669.44,684.43,150.71,155.92,145.21,451.84,153.49,159.45,150.19,463.13,50.25,0.98,8001062.702
3/1/2024 7:37:48,393.48,392.82,386.87,391.06,740.78,754.07,717.02,737.29,162.8,166.47,154.5,483.78,166.65,171.52,161.06,499.24,50.28,0.97,8001301.83
3/1/2024 8:7:49,391.8,391.04,385.07,389.3,788.03,813.48,769.89,790.47,172.27,178.83,164.66,515.76,176.27,183.36,171.75,531.37,50.13,0.97,8001550.967
3/1/2024 8:37:49,389.17,388.61,382.74,386.82,806.89,810.47,771.47,796.27,176.08,176.96,165.55,518.59,179.88,182.39,171.68,533.95,50.16,0.97,8001807.727
3/1/2024 9:7:49,388.97,388.47,381.94,386.46,685.46,682.93,680.39,682.93,150.65,151.98,148.29,450.91,151.21,152.58,149.72,453.5,50.09,0.99,8002044.03
3/1/2024 9:37:50,389.8,389.32,382.79,387.3,503.43,488.19,503.2,498.27,110.62,108.63,110.52,329.77,112.18,110.16,111.82,334.16,50.04,1.01,8002269.314
3/1/2024 10:7:50,396.12,395.94,388.73,393.6,517.54,495.45,517.65,510.21,116.08,112.6,115.86,344.54,117.08,113.72,117.04,347.84,50.07,1.01,8002438.031
3/1/2024 10:37:50,394.71,394.56,387.01,392.09,537.65,516.52,558.62,547.46,123.02,120.18,124.34,367.54,124.23,121.52,123.93,367.07,50.13,1.01,8002612.737
3/1/2024 11:7:51,392.38,392.23,384.47,389.7,577.43,550.2,580.98,569.54,128.62,124.34,129.19,382.16,129.31,125.17,129.97,384.46,50.03,1.01,8002795.666
3/1/2024 11:37:51,388.2,388.16,380.45,385.6,767.66,744.36,741.36,751.13,168.87,165.71,162.2,496.77,170.17,167.5,164.29,501.96,50.1,0.99,8003034.189
3/1/2024 12:7:52,388.85,388.51,380.75,386.04,756.5,747.03,729.88,744.47,167.2,166.9,159.81,493.91,168.05,168.52,161.85,498.42,50.17,0.99,8003278.762
3/1/2024 12:37:52,382.53,382.99,374.79,380.1,1167.93,1160.3,1110.06,1146.1,246.44,246.69,231.66,724.79,255.63,257.37,242.8,755.81,50.15,0.96,8003587.239
3/1/2024 13:7:52,383.92,384.19,375.96,381.36,1119.5,1113.81,1082.79,1105.37,237.54,238.55,227,703.09,245.01,247.39,236.84,729.64,50.11,0.96,8003944.122
3/1/2024 13:37:53,383.58,383.71,375.54,380.94,1116.64,1116.03,1083.87,1105.51,236.75,239.29,227.4,703.44,244.37,247.72,236.94,729.03,50.06,0.96,8004294.357
3/1/2024 14:7:53,379.11,379.03,371.13,376.42,1214.47,1230.21,1157.21,1200.63,254.83,259.06,237.81,751.7,263.11,270.45,250.42,783.98,50.06,0.96,8004656.341
3/1/2024 14:37:53,379.82,380.04,372.1,377.32,1253.6,1267.5,1215.02,1245.37,263.01,267.68,250.32,781.01,271.59,278.21,263.03,812.83,50.15,0.96,8005040.693
3/1/2024 15:7:54,383.82,383.86,375.99,381.23,1222.97,1236.85,1167.96,1209.26,258.47,262.74,241.73,762.94,268.18,274.98,256.21,799.36,50.11,0.96,8005437.795
3/1/2024 15:37:54,383.45,383.73,375.82,381,1281.27,1286.66,1220.19,1262.71,269.83,272.33,252.59,794.65,280.54,285.56,267.51,833.6,50.12,0.95,8005830.974
3/1/2024 16:7:54,391.01,390.58,383.09,388.23,754.58,758.7,722.69,745.32,167.32,169.74,158.29,495.35,167.8,171.36,160.6,499.77,50.13,0.99,8006101.469
3/1/2024 16:37:55,393.38,392.69,385.35,390.47,735.02,745.86,719.22,733.37,163.76,167.66,157.96,489.38,165.43,169.88,161.19,496.49,50.19,0.99,8006351.238
3/1/2024 17:7:55,396.76,395.83,388.7,393.77,688.47,700.83,678.48,689.26,154.81,159.24,150.62,464.66,156.11,161.24,153.48,470.83,50.25,0.99,8006597.888
3/1/2024 17:37:55,397.17,395.92,389.23,394.11,777.11,796.06,758.77,777.31,173.56,178.56,165.52,517.64,176.52,182.83,171.51,530.87,50.07,0.98,8006840.722
3/1/2024 18:7:56,398.15,396.77,389.78,394.9,537.19,556.24,551.2,548.21,121.57,127.7,123.83,373.1,121.69,128.07,124.7,374.46,50.15,0.99,8007046.151
